HTSUS CODE,DESCRIPTION,Duty,Which List?,Information,Additional HTSUS
8523.29.60,"Pre?recorded magnetic tapes of a width exceeding 4 mm but not exceeding 6.5  mm, nesoi",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8523.29.70,Pre?recorded magnetic video tape recordings of a width exceeding 6.5 mm,7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8523.29.80,"Pre?recorded magnetic tapes of a width exceeding 6.5 mm, nesoi",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8523.29.90,"Pre?recorded magnetic media otherthan tape, nesoi",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8523.41.00,Unrecorded optical media,7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8523.49.20,"Recorded optical media, for reproducing phenomena other than sound or image",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8523.49.30,"Recorded optical media, for reproducing sound only",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8523.49.50,"Recorded optical media, nesoi",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8523.51.00,"Semiconductor media, solid state non?volatile storage devices",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8523.80.10,Phonograph records,7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8523.80.20,"Discs, tapes, solid?state non?volatile storage devices, ""smart cards"" and other  media for therecording of sound or of other phenomena, whet",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8525.80.40,"Digital still image video cameras

EXCLUSIONS AVAILABLE: 
See the full list of exclusions below.",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8527.91.50,"Radiobroadcast receivercombinations incorporating tape recorders, nesi",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8527.91.60,"Radiobroadcast receivers combined with sound recording or reproducing  apparatus, nesi",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.49.05,"Incomplete or unfinished color video monitors, presented w/o a display device,  incorp. VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.49.10,"Incomplete or unfinished color video monitors, presented w/o a display device,  not incorp. VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.49.25,"Non?high definition color video monitors, nonprojection type,w/CRT, video display diagonal not over34.29 cm,not incorp. VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.49.30,"Non?high definition color video monitors, nonprojection, w/CRT, video display  diag. ov 34.29 cm but n/ov 35.56 cm, not incorp. VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.49.40,"Non?high definition color video monitors, nonprojection type,w/CRT, video display diagonal over 35.56 cm, not incorporating VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.49.50,"Non?high definition color video monitors, projection type, with cathode?ray  tube, not incorporating VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.49.65,"High definition color video monitors, nonprojection type, with cathode?ray tube,  not incorporating VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.49.70,"High definition color video monitors, projection type, with cathode?ray tube,  incorporating VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.49.75,"High definition color video monitors, projection type, with cathode?ray tube, not incorporating VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.59.15,"Color video monitors w/flat panel screen, video display diagonal n/ov 34.29 cm,  incorporate VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.59.23,"Color video monitors w/flat panel screen, video display diagonal > 34.29 cm,  incorporatingVCR or player, not subject US note13",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.59.25,"Color video monitors w/flat panel screen, video display diagonal n/ov 34.29 cm,  not incorporate VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.59.33,"Color video monitors w/flat panel screen, video display diagonal > 34.29 cm, not  with VCR/player, not subjUS note 13",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.59.35,"Color video monitors nesoi, with video display diagonal not over 34.29 cm, incorporating VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.59.50,"Color video monitors nesoi, with video display diagonal over 34.29 cm, not  incorporating VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.59.60,"Black and white or other monochrome video monitors, other",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.62.00,Projectors capable of directly connecting to and designedfor use with an automatic data processing machine of heading 8471,7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.69.15,"Non?high definition color video projectors, with a cathode?ray tube,  incorporating VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.69.25,"High definition color video projectors, with acathode?ray tube, incorporating  VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.69.45,"Color video projectors w/flat panel screen, video display diagonal not over 34.29  cm, not incorporating VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.69.50,"Color video projectors w/flat panel screen, video display diagonal over 34.29  cm, not incorporating VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.69.55,"Color video projectors nesoi, incorporating video recording or reproducing apparatus",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.69.60,"Color video projectors nesoi, not incorporating a video recording or reproducing  apparatus",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.69.70,Black and white or other monochrome video projectors,7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.71.10,"Reception apparatus for television, not designed to incorporate a video display  or screen, incorporating video recording or reproducing appa",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.71.20,"TV reception set top boxes with a communication function, nesoi",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.71.30,"TV reception printed circuit assembliesincorporatinga tuner, of a kind used  with ADP machinesof heading 8471, nesoi",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.71.40,"TV reception apparatus, not designed to incorp. video display or screen, not  incorp.video recording/reproducing apparatus, color",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.71.45,"TV reception apparatus, not designed to incorp. video display or screen, not  incorp.video recording/reproducing apparatus, monochrome",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.72.08,"Incomplete or unfinished color tv reception apparatus, presentedw/o a display device, n/incorp. VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.72.32,"Non?high definition color television reception apparatus, nonprojection, w/CRT,  video display diag. ov 35.56 cm, not incorp. a VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.72.48,"High definition color television reception apparatus, nonprojection, with cathode?raytube, not incorporating a VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.72.52,"High definition color television reception apparatus, projection type, with  cathode?raytube, incorporating aVCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.72.56,"High definition color television reception apparatus, projection type, with  cathode?raytube, not incorporating a VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.72.62,"Color television reception apparatus w/flat panel screen, video display diagonal n/ov 34.29 cm, incorporating a VCR or player",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
8528.72.64,"Color television reception apparatus w/flat panel screen, video display diagonal over 34.29 cm, incorporating a VCR or player

EXCLUSIONS AVAILABLE: 
See the full list of exclusions below.",7.50%,"Yes, List 4 A","On September 1, 2019, an additional 15% tariff was imposed on the commodities included on List 4A. However, as a result of a Phase One agreement with China, this additional tariff has been reduced to 7.5% on February 14, 2020.

The original preliminary List 4 published on May 14, 2019 was seperated into List 4A & List 4B. An additional 15% tariff will no longer be applied to items on List 4B.

There have been a number of exclusions granted for this list, but no new exclusions are currently being granted.

If you are importing one of these commodities, keep a close eye on the news and be prepared to potentially have to increase your bond size.",9903.88.15
